window_id,ticker,strategy,family,config_id,params_json,data_status,window_start,window_end,ml_model,ml_fallback,ml_prediction_coverage,ml_oos_label_positive_rate,ml_oos_predicted_positive_rate,total_return,sharpe,max_drawdown,win_rate,avg_profit,trades,profit_factor,gross_profit,gross_loss
evaluation_early_third,AAPL,Multi-factor model,multifactor_weights,factor_baseline_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-06-17 15:55:00-04:00,2026-06-29 13:45:00-04:00,n/a,False,1.0,,,-0.0023244785390504896,-1.0758981805557708,-0.0076663729980428474,0.3333333333333333,-25.82753932278355,9,0.7036557377632062,551.9366728968023,784.3845268018545
evaluation_middle_third,AAPL,Multi-factor model,multifactor_weights,factor_baseline_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-06-29 13:50:00-04:00,2026-07-09 11:35:00-04:00,n/a,False,1.0,,,0.013813704063223575,9.57966512716085,-0.0013259735014155005,0.7692307692307693,106.25926202479647,13,9.051266068828529,1552.9422304942689,171.57182417191504
evaluation_late_third,AAPL,Multi-factor model,multifactor_weights,factor_baseline_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-07-09 11:40:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.0007657797656228649,0.5420373431737928,-0.004807288200747606,0.17647058823529413,4.504586856605151,17,1.122061753562859,703.9487485449456,627.3707719826579
evaluation_full,AAPL,Multi-factor model,multifactor_weights,factor_baseline_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.013996153780785336,4.737709789339311,-0.006661293363018461,0.44,27.99230756157011,50,1.7995788762950355,3150.0560407481166,1750.4406626696114
evaluation_early_third,AAPL,Multi-factor model,multifactor_weights,factor_baseline_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-06-17 15:55:00-04:00,2026-06-29 13:45:00-04:00,n/a,False,1.0,,,9.197987488707149e-05,0.056672950706051654,-0.006661293363018461,0.36363636363636365,0.836180680790373,11,1.012062527245467,771.7237253808572,762.5257378921631
evaluation_middle_third,AAPL,Multi-factor model,multifactor_weights,factor_baseline_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-06-29 13:50:00-04:00,2026-07-09 11:35:00-04:00,n/a,False,1.0,,,0.011561207895082415,7.993234168980547,-0.0027443898819827783,0.55,57.8060394754134,20,4.028022441906444,1537.927995923942,381.8072064156743
evaluation_late_third,AAPL,Multi-factor model,multifactor_weights,factor_baseline_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-07-09 11:40:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.0017558723171573476,1.1842242633365117,-0.005604984868319063,0.3,8.779361585785564,20,1.27931513412218,804.2220970177274,628.6348653020161
evaluation_full,AAPL,Multi-factor model,multifactor_weights,factor_baseline_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.004273203243684742,1.5266078748567333,-0.0065657610887120965,0.4,7.769460443062664,55,1.2145834681503687,2418.7147596051987,1991.3944352367519
evaluation_early_third,AAPL,Multi-factor model,multifactor_weights,factor_baseline_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-06-17 15:55:00-04:00,2026-06-29 13:45:00-04:00,n/a,False,1.0,,,-0.003332294665850055,-1.8266185654107718,-0.0065657610887120965,0.4166666666666667,-27.769122215417713,12,0.573980733093838,448.963951578894,782.1934181639065
evaluation_middle_third,AAPL,Multi-factor model,multifactor_weights,factor_baseline_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-06-29 13:50:00-04:00,2026-07-09 11:35:00-04:00,n/a,False,1.0,,,0.007570077278837628,5.564037091842147,-0.0023799183192814155,0.5238095238095238,36.047987042082575,21,3.1540182738951708,1108.447516978381,351.43978909464687
evaluation_late_third,AAPL,Multi-factor model,multifactor_weights,factor_baseline_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-07-09 11:40:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,-0.0004974021475714352,-0.2874850303306281,-0.005107981201675105,0.21739130434782608,-2.1626180329208107,23,0.943780039018233,835.0027464360936,884.7429611932723
evaluation_full,AAPL,Multi-factor model,multifactor_weights,factor_balanced_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.3333333333333333,""mean_reversion_weight"":0.3333333333333333,""momentum_weight"":0.3333333333333333,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.011967509012983824,4.024761511113939,-0.007145905995063151,0.4523809523809524,28.494069078533055,42,1.6959920089976994,2916.2403290891375,1719.4894277907492
evaluation_early_third,AAPL,Multi-factor model,multifactor_weights,factor_balanced_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.3333333333333333,""mean_reversion_weight"":0.3333333333333333,""momentum_weight"":0.3333333333333333,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-06-17 15:55:00-04:00,2026-06-29 13:45:00-04:00,n/a,False,1.0,,,-0.0023361116777753654,-1.0895678315750512,-0.007145905995063151,0.3333333333333333,-25.95679641972592,9,0.7026418087922246,552.0109360854149,785.6221038629482
evaluation_middle_third,AAPL,Multi-factor model,multifactor_weights,factor_balanced_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.3333333333333333,""mean_reversion_weight"":0.3333333333333333,""momentum_weight"":0.3333333333333333,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-06-29 13:50:00-04:00,2026-07-09 11:35:00-04:00,n/a,False,1.0,,,0.013978303801404968,9.683885743054782,-0.0014200918562085052,0.8,93.18869200936807,15,9.145682261511162,1569.4342231660899,171.60384302556872
evaluation_late_third,AAPL,Multi-factor model,multifactor_weights,factor_balanced_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.3333333333333333,""mean_reversion_weight"":0.3333333333333333,""momentum_weight"":0.3333333333333333,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-07-09 11:40:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.0002041977163789177,0.14574283909269808,-0.005948545760617541,0.21052631578947367,1.0747248230468187,19,1.0260576531760877,804.0579411960139,783.6381695581241
evaluation_full,AAPL,Multi-factor model,multifactor_weights,factor_balanced_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.3333333333333333,""mean_reversion_weight"":0.3333333333333333,""momentum_weight"":0.3333333333333333,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.010275803895849922,3.1458710723410297,-0.006661293363018461,0.40384615384615385,19.761161338172425,52,1.4966813207959127,3096.473151523967,2068.8927619390006
evaluation_early_third,AAPL,Multi-factor model,multifactor_weights,factor_balanced_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.3333333333333333,""mean_reversion_weight"":0.3333333333333333,""momentum_weight"":0.3333333333333333,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-06-17 15:55:00-04:00,2026-06-29 13:45:00-04:00,n/a,False,1.0,,,-0.00035158430917026084,-0.13200794085434012,-0.006661293363018461,0.36363636363636365,-3.196220992457215,11,0.9538921387568934,727.3673069751337,762.5257378921631
evaluation_middle_third,AAPL,Multi-factor model,multifactor_weights,factor_balanced_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.3333333333333333,""mean_reversion_weight"":0.3333333333333333,""momentum_weight"":0.3333333333333333,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-06-29 13:50:00-04:00,2026-07-09 11:35:00-04:00,n/a,False,1.0,,,0.011929869932386872,8.284437486434097,-0.0027443898819827783,0.55,59.64934966193579,20,4.458418063345094,1537.9386362696393,344.95164303092383
evaluation_late_third,AAPL,Multi-factor model,multifactor_weights,factor_balanced_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.3333333333333333,""mean_reversion_weight"":0.3333333333333333,""momentum_weight"":0.3333333333333333,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-07-09 11:40:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,-0.0018404773734845836,-1.0852996940332864,-0.006291722377276487,0.22727272727272727,-8.365806243109652,22,0.8121766620096743,795.8503909549622,979.8981283033745
evaluation_full,AAPL,Multi-factor model,multifactor_weights,factor_balanced_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.3333333333333333,""mean_reversion_weight"":0.3333333333333333,""momentum_weight"":0.3333333333333333,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.004312107020584266,1.3417686210663355,-0.007907537042229351,0.3728813559322034,7.308655967090799,59,1.1854218160483883,2756.7768692337813,2325.5661671754247
evaluation_early_third,AAPL,Multi-factor model,multifactor_weights,factor_balanced_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.3333333333333333,""mean_reversion_weight"":0.3333333333333333,""momentum_weight"":0.3333333333333333,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-06-17 15:55:00-04:00,2026-06-29 13:45:00-04:00,n/a,False,1.0,,,-0.0021365434376469095,-0.8708601851996391,-0.007907537042229351,0.4,-14.243622917647338,15,0.7882414032738033,795.2980532941187,1008.9523970588288
evaluation_middle_third,AAPL,Multi-factor model,multifactor_weights,factor_balanced_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.3333333333333333,""mean_reversion_weight"":0.3333333333333333,""momentum_weight"":0.3333333333333333,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-06-29 13:50:00-04:00,2026-07-09 11:35:00-04:00,n/a,False,1.0,,,0.0073869948662486085,5.425507424183593,-0.0023799183192814155,0.5238095238095238,35.176166029753304,21,2.998212886267004,1108.3795601052948,369.6800734804756
evaluation_late_third,AAPL,Multi-factor model,multifactor_weights,factor_balanced_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.3333333333333333,""mean_reversion_weight"":0.3333333333333333,""momentum_weight"":0.3333333333333333,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-07-09 11:40:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,-0.0011173384988427681,-0.6506113299586719,-0.005725057864975347,0.20833333333333334,-4.655577078513139,24,0.8819800033942066,835.0027464360936,946.7365963204087
evaluation_full,AAPL,Multi-factor model,multifactor_weights,factor_momentum_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.017933233504406454,5.538477159046474,-0.00754317589301412,0.5,37.36090313418027,48,1.9924173607280302,3600.3487224324163,1807.0253719917634
evaluation_early_third,AAPL,Multi-factor model,multifactor_weights,factor_momentum_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-06-17 15:55:00-04:00,2026-06-29 13:45:00-04:00,n/a,False,1.0,,,-0.0008950142874238898,-0.3696064845844006,-0.00754317589301412,0.46153846153846156,-6.884725287875693,13,0.8972066026086356,781.1909602018793,870.6923889442634
evaluation_middle_third,AAPL,Multi-factor model,multifactor_weights,factor_momentum_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-06-29 13:50:00-04:00,2026-07-09 11:35:00-04:00,n/a,False,1.0,,,0.015146954062377871,9.657363171410905,-0.0018809313481565892,0.625,94.66846288986233,16,5.58808249189456,1844.8323226759173,330.1369164381203
evaluation_late_third,AAPL,Multi-factor model,multifactor_weights,factor_momentum_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-07-09 11:40:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.003182947690087534,2.0729337880331054,-0.003156217389144733,0.4,15.91473845043672,20,1.5072895812917952,945.7367286843257,627.4419596755914
evaluation_full,AAPL,Multi-factor model,multifactor_weights,factor_momentum_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.013388653519703642,4.262946199254905,-0.00951380995164497,0.4107142857142857,23.90830985661288,56,1.6374081232491522,3439.3490187700654,2100.4836667997433
evaluation_early_third,AAPL,Multi-factor model,multifactor_weights,factor_momentum_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-06-17 15:55:00-04:00,2026-06-29 13:45:00-04:00,n/a,False,1.0,,,-0.003094960705138483,-1.3454629059527439,-0.00951380995164497,0.25,-19.34350440711674,16,0.7132747653118163,769.9208522779041,1079.416922791772
evaluation_middle_third,AAPL,Multi-factor model,multifactor_weights,factor_momentum_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-06-29 13:50:00-04:00,2026-07-09 11:35:00-04:00,n/a,False,1.0,,,0.012715900002159719,8.544453208768298,-0.002508800044360382,0.55,63.57950001080028,20,3.7117422972728766,1740.5099272661562,468.9199270501507
evaluation_late_third,AAPL,Multi-factor model,multifactor_weights,factor_momentum_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-07-09 11:40:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.0032111349575429937,2.0869347477458473,-0.0033637891273967657,0.3333333333333333,15.29111884544263,21,1.5556736005685636,898.9949992587498,577.8815035044545
evaluation_full,AAPL,Multi-factor model,multifactor_weights,factor_momentum_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.007343288629247491,2.1417968940064607,-0.010891043346770712,0.373134328358209,10.960132282458183,67,1.2921436599967981,3247.917085009499,2513.5882220848007
evaluation_early_third,AAPL,Multi-factor model,multifactor_weights,factor_momentum_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-06-17 15:55:00-04:00,2026-06-29 13:45:00-04:00,n/a,False,1.0,,,-0.005348588525518672,-2.0545860587140914,-0.010891043346770712,0.23809523809523808,-25.469469169136715,21,0.5936982498900564,781.5490940226646,1316.4079465745356
evaluation_middle_third,AAPL,Multi-factor model,multifactor_weights,factor_momentum_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-06-29 13:50:00-04:00,2026-07-09 11:35:00-04:00,n/a,False,1.0,,,0.011489951549023658,7.812115190137303,-0.0022831854282144848,0.5416666666666666,47.87479812093169,24,4.0939739900801735,1520.3606410332209,371.3654861308601
evaluation_late_third,AAPL,Multi-factor model,multifactor_weights,factor_momentum_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-07-09 11:40:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.0006973456143977153,0.4130708500119774,-0.004366472292426926,0.2608695652173913,3.031937453902221,23,1.0818267326968267,921.9568015494958,852.2222401097448
evaluation_full,AAPL,Multi-factor model,multifactor_weights,factor_mean_reversion_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.55,""momentum_weight"":0.25,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.007656194973747921,4.694678429223927,-0.0019547358723902564,0.4782608695652174,33.287804233686956,23,2.550865424244806,1259.291924012087,493.67242663728746
evaluation_early_third,AAPL,Multi-factor model,multifactor_weights,factor_mean_reversion_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.55,""momentum_weight"":0.25,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-06-17 15:55:00-04:00,2026-06-29 13:45:00-04:00,n/a,False,1.0,,,0.0013758063878070992,2.507031622945176,-0.000660599536360218,0.5,68.79031939035725,2,3.082663265838271,203.64059241673274,66.05995363601824
evaluation_middle_third,AAPL,Multi-factor model,multifactor_weights,factor_mean_reversion_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.55,""momentum_weight"":0.25,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-06-29 13:50:00-04:00,2026-07-09 11:35:00-04:00,n/a,False,1.0,,,0.004691573555435369,5.004279723584052,-0.0019547358723898123,0.5454545454545454,42.65066868577415,11,3.4799657266403594,658.3363230202513,189.17896747673564
evaluation_late_third,AAPL,Multi-factor model,multifactor_weights,factor_mean_reversion_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.55,""momentum_weight"":0.25,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-07-09 11:40:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.0015728073618030969,1.3015602798603632,-0.0018018785050332164,0.4,15.72807361802928,10,1.6643737086090906,394.0160767607774,236.7353405804847
evaluation_full,AAPL,Multi-factor model,multifactor_weights,factor_mean_reversion_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.55,""momentum_weight"":0.25,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.004385795935232029,1.8414946037970796,-0.005317573884739857,0.37142857142857144,12.530845529234332,35,1.3463588421390935,1704.8374168100506,1266.2578232868489
evaluation_early_third,AAPL,Multi-factor model,multifactor_weights,factor_mean_reversion_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.55,""momentum_weight"":0.25,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-06-17 15:55:00-04:00,2026-06-29 13:45:00-04:00,n/a,False,1.0,,,-0.0024434535740497365,-1.4281247474933363,-0.005317573884739857,0.4,-48.86907148099546,5,0.6110555963276962,383.8815950795863,628.2269524845636
evaluation_middle_third,AAPL,Multi-factor model,multifactor_weights,factor_mean_reversion_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.55,""momentum_weight"":0.25,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-06-29 13:50:00-04:00,2026-07-09 11:35:00-04:00,n/a,False,1.0,,,0.005995525224028242,5.3502555718424105,-0.0019547358723898123,0.5,42.82518017162841,14,3.559463655466086,833.8018039358137,234.24928153301607
evaluation_late_third,AAPL,Multi-factor model,multifactor_weights,factor_mean_reversion_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.55,""momentum_weight"":0.25,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",live,2026-07-09 11:40:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.0008453835943820209,0.6768830026067001,-0.0031873616192739096,0.25,5.283647464886602,16,1.2098097565620274,487.4669973787807,402.92863794059514
evaluation_full,AAPL,Multi-factor model,multifactor_weights,factor_mean_reversion_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.55,""momentum_weight"":0.25,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.002804321080037697,1.1590364707188114,-0.005357233742925405,0.35555555555555557,6.2318246223061955,45,1.1845812962546913,1799.7198890194095,1519.2877810156308
evaluation_early_third,AAPL,Multi-factor model,multifactor_weights,factor_mean_reversion_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.55,""momentum_weight"":0.25,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-06-17 15:55:00-04:00,2026-06-29 13:45:00-04:00,n/a,False,1.0,,,-0.0018312979053284328,-1.0636306372256634,-0.005357233742925405,0.5,-22.89122381660315,8,0.704878864119563,437.3943545321929,620.524145065018
evaluation_middle_third,AAPL,Multi-factor model,multifactor_weights,factor_mean_reversion_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.55,""momentum_weight"":0.25,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-06-29 13:50:00-04:00,2026-07-09 11:35:00-04:00,n/a,False,1.0,,,0.005620474662834107,4.967875062036295,-0.00195504740722785,0.47058823529411764,33.061615663729036,17,2.9951843138543564,843.7494937004062,281.7020274170127
evaluation_late_third,AAPL,Multi-factor model,multifactor_weights,factor_mean_reversion_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.55,""momentum_weight"":0.25,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",live,2026-07-09 11:40:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,-0.0012794508244493574,-0.9742956403053009,-0.004112060194163658,0.2,-6.397254122247143,20,0.791951088721289,487.03089439899435,614.9759768439372
evaluation_full,AAPL,Multi-factor model,multifactor_weights,factor_flow_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.5,""mean_reversion_weight"":0.2,""momentum_weight"":0.3,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,n/a,False,1.0,,,0.011636898058840384,3.3592287546019612,-0.008650405615085788,0.44,23.273796117680746,50,1.4893726790652413,3541.611287129825,2377.921481245787
evaluation_early_third,AAPL,Multi-factor model,multifactor_weights,factor_flow_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.5,""mean_reversion_weight"":0.2,""momentum_weight"":0.3,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",live,2026-06-17 15:55:00-04:00,2026-06-29 13:45:00-04:00,n/a,False,1.0,,,-0.003478746862312865,-1.3966175080804692,-0.008650405615085788,0.36363636363636365,-31.624971475572533,11,0.6285282959611516,588.6022579047142,936.476944136012
