strategy,family,config_id,params_json,AAPL_total_return,AAPL_sharpe,AAPL_max_drawdown,AAPL_win_rate,AAPL_profit_factor,AAPL_trades,AAPL_ml_prediction_coverage,AAPL_sharpe_delta,AAPL_pf_improved,AAPL_sharpe_improved,TSLA_total_return,TSLA_sharpe,TSLA_max_drawdown,TSLA_win_rate,TSLA_profit_factor,TSLA_trades,TSLA_ml_prediction_coverage,TSLA_sharpe_delta,TSLA_pf_improved,TSLA_sharpe_improved,NVDA_total_return,NVDA_sharpe,NVDA_max_drawdown,NVDA_win_rate,NVDA_profit_factor,NVDA_trades,NVDA_ml_prediction_coverage,NVDA_sharpe_delta,NVDA_pf_improved,NVDA_sharpe_improved,CBA_AX_total_return,CBA_AX_sharpe,CBA_AX_max_drawdown,CBA_AX_win_rate,CBA_AX_profit_factor,CBA_AX_trades,CBA_AX_ml_prediction_coverage,CBA_AX_sharpe_delta,CBA_AX_pf_improved,CBA_AX_sharpe_improved,mean_sharpe,median_sharpe,pooled_profit_factor,sharpe_improved_n,pf_improved_n,both_improved_n,zero_trade_n,window_id
Multi-factor model,multifactor_weights,factor_momentum_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",0.0073432886292474,2.1417968940064607,-0.0108910433467707,0.373134328358209,1.292143659996798,67,1.0,-2.5959128953328503,False,False,0.0004783439688751,0.1547029712393714,-0.0156751756875505,0.34375,1.0128267124723564,64,1.0,1.260538572675904,True,True,-0.0141342918547301,-3.8446848725626976,-0.018748262462695,0.382716049382716,0.6909447955283524,81,1.0,0.06713187982521918,True,True,0.0011912039938302,0.6090867039789518,-0.0067899325214073,0.3974358974358974,1.0531733044133549,78,1.0,0.04094383988835393,False,True,-0.23477457583447842,0.3818948376091616,0.9607746233903128,3,2,2,0,evaluation_full
Freqtrade Sample Strategy,adaptive_risk,risk_sl1.5_tp2,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",-9.313847479675008e-05,-0.1552988861861065,-0.0026876030849661,0.6666666666666666,0.8648124785095154,3,1.0,0.0,False,False,-0.0092235585988593,-4.921384126696219,-0.0108273130678753,0.3333333333333333,0.2126618578525697,9,1.0,0.0,False,False,0.0001727271621223,0.1397387265084838,-0.0038445725181331,0.6,1.0587018868131786,5,1.0,0.0,False,False,0.0090771118293437,10.184369031625629,-0.0012577608712392,0.8571428571428571,37.87309229753922,7,1.0,-0.14920597137422398,False,False,1.3118561863129468,-0.007780079838811349,0.9957121472689487,0,0,0,0,evaluation_late_third
Freqtrade Sample Strategy,adaptive_risk,risk_sl1.5_tp3,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",-9.313847479675008e-05,-0.1552988861861065,-0.0026876030849661,0.6666666666666666,0.8648124785095154,3,1.0,0.0,False,False,-0.0092235585988593,-4.921384126696219,-0.0108273130678753,0.3333333333333333,0.2126618578525697,9,1.0,0.0,False,False,0.0001727271621223,0.1397387265084838,-0.0038445725181331,0.6,1.0587018868131786,5,1.0,0.0,False,False,0.0093071616742073,10.333575002999853,-0.0012577608712392,0.8571428571428571,38.807602009677154,7,1.0,0.0,False,False,1.3491576791565028,-0.007780079838811349,1.010466083117317,0,0,0,0,evaluation_late_third
Freqtrade Sample Strategy,adaptive_risk,risk_sl1.5_tp4,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",-9.313847479675008e-05,-0.1552988861861065,-0.0026876030849661,0.6666666666666666,0.8648124785095154,3,1.0,0.0,False,False,-0.0092235585988593,-4.921384126696219,-0.0108273130678753,0.3333333333333333,0.2126618578525697,9,1.0,0.0,False,False,0.0001727271621223,0.1397387265084838,-0.0038445725181331,0.6,1.0587018868131786,5,1.0,0.0,False,False,0.0093071616742073,10.333575002999853,-0.0012577608712392,0.8571428571428571,38.807602009677154,7,1.0,0.0,False,False,1.3491576791565028,-0.007780079838811349,1.010466083117317,0,0,0,0,evaluation_late_third
Freqtrade Sample Strategy,adaptive_risk,risk_sl1_tp2,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.0,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",-9.313847479675008e-05,-0.1552988861861065,-0.0026876030849661,0.6666666666666666,0.8648124785095154,3,1.0,0.0,False,False,-0.0092235585988593,-4.921384126696219,-0.0108273130678753,0.3333333333333333,0.2126618578525697,9,1.0,0.0,False,False,0.0001727271621223,0.1397387265084838,-0.0038445725181331,0.6,1.0587018868131786,5,1.0,0.0,False,False,0.0090771118293437,10.184369031625629,-0.0012577608712392,0.8571428571428571,37.87309229753922,7,1.0,-0.14920597137422398,False,False,1.3118561863129468,-0.007780079838811349,0.9957121472689487,0,0,0,0,evaluation_late_third
Freqtrade Sample Strategy,adaptive_risk,risk_sl1_tp3,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.0,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",-9.313847479675008e-05,-0.1552988861861065,-0.0026876030849661,0.6666666666666666,0.8648124785095154,3,1.0,0.0,False,False,-0.0092235585988593,-4.921384126696219,-0.0108273130678753,0.3333333333333333,0.2126618578525697,9,1.0,0.0,False,False,0.0001727271621223,0.1397387265084838,-0.0038445725181331,0.6,1.0587018868131786,5,1.0,0.0,False,False,0.0093071616742073,10.333575002999853,-0.0012577608712392,0.8571428571428571,38.807602009677154,7,1.0,0.0,False,False,1.3491576791565028,-0.007780079838811349,1.010466083117317,0,0,0,0,evaluation_late_third
Freqtrade Sample Strategy,adaptive_risk,risk_sl1_tp4,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.0,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",-9.313847479675008e-05,-0.1552988861861065,-0.0026876030849661,0.6666666666666666,0.8648124785095154,3,1.0,0.0,False,False,-0.0092235585988593,-4.921384126696219,-0.0108273130678753,0.3333333333333333,0.2126618578525697,9,1.0,0.0,False,False,0.0001727271621223,0.1397387265084838,-0.0038445725181331,0.6,1.0587018868131786,5,1.0,0.0,False,False,0.0093071616742073,10.333575002999853,-0.0012577608712392,0.8571428571428571,38.807602009677154,7,1.0,0.0,False,False,1.3491576791565028,-0.007780079838811349,1.010466083117317,0,0,0,0,evaluation_late_third
Freqtrade Sample Strategy,adaptive_risk,risk_sl2_tp2,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":2.0,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",-9.313847479675008e-05,-0.1552988861861065,-0.0026876030849661,0.6666666666666666,0.8648124785095154,3,1.0,0.0,False,False,-0.0092235585988593,-4.921384126696219,-0.0108273130678753,0.3333333333333333,0.2126618578525697,9,1.0,0.0,False,False,0.0001727271621223,0.1397387265084838,-0.0038445725181331,0.6,1.0587018868131786,5,1.0,0.0,False,False,0.0090771118293437,10.184369031625629,-0.0012577608712392,0.8571428571428571,37.87309229753922,7,1.0,-0.14920597137422398,False,False,1.3118561863129468,-0.007780079838811349,0.9957121472689487,0,0,0,0,evaluation_late_third
Freqtrade Sample Strategy,adaptive_risk,risk_sl2_tp3,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":2.0,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",-9.313847479675008e-05,-0.1552988861861065,-0.0026876030849661,0.6666666666666666,0.8648124785095154,3,1.0,0.0,False,False,-0.0092235585988593,-4.921384126696219,-0.0108273130678753,0.3333333333333333,0.2126618578525697,9,1.0,0.0,False,False,0.0001727271621223,0.1397387265084838,-0.0038445725181331,0.6,1.0587018868131786,5,1.0,0.0,False,False,0.0093071616742073,10.333575002999853,-0.0012577608712392,0.8571428571428571,38.807602009677154,7,1.0,0.0,False,False,1.3491576791565028,-0.007780079838811349,1.010466083117317,0,0,0,0,evaluation_late_third
Freqtrade Sample Strategy,adaptive_risk,risk_sl2_tp4,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":2.0,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",-9.313847479675008e-05,-0.1552988861861065,-0.0026876030849661,0.6666666666666666,0.8648124785095154,3,1.0,0.0,False,False,-0.0092235585988593,-4.921384126696219,-0.0108273130678753,0.3333333333333333,0.2126618578525697,9,1.0,0.0,False,False,0.0001727271621223,0.1397387265084838,-0.0038445725181331,0.6,1.0587018868131786,5,1.0,0.0,False,False,0.0093071616742073,10.333575002999853,-0.0012577608712392,0.8571428571428571,38.807602009677154,7,1.0,0.0,False,False,1.3491576791565028,-0.007780079838811349,1.010466083117317,0,0,0,0,evaluation_late_third
ML Classifier,adaptive_risk,risk_sl1.5_tp2,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0022359338665074,1.6531177969157267,-0.0043027309935878,0.5555555555555556,1.382866818055862,18,1.0,0.0,False,False,-0.0102326364408733,-5.149379473200605,-0.0136876526473864,0.375,0.3547514812740345,32,1.0,0.0,False,False,0.0024552156138035,1.7005737006087958,-0.0035894129108682,0.5789473684210527,1.3971163997309122,19,1.0,0.0,False,False,0.0006147844670925,1.2977142726192357,-0.0018520163319386,0.625,1.5772007454945252,8,1.0,0.0,False,False,-0.12449342576421163,1.4754160347674812,0.8297976224995555,0,0,0,0,evaluation_late_third
ML Classifier,adaptive_risk,risk_sl1.5_tp3,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0022359338665074,1.6531177969157267,-0.0043027309935878,0.5555555555555556,1.382866818055862,18,1.0,0.0,False,False,-0.0102326364408733,-5.149379473200605,-0.0136876526473864,0.375,0.3547514812740345,32,1.0,0.0,False,False,0.0024552156138035,1.7005737006087958,-0.0035894129108682,0.5789473684210527,1.3971163997309122,19,1.0,0.0,False,False,0.0006147844670925,1.2977142726192357,-0.0018520163319386,0.625,1.5772007454945252,8,1.0,0.0,False,False,-0.12449342576421163,1.4754160347674812,0.8297976224995555,0,0,0,0,evaluation_late_third
ML Classifier,adaptive_risk,risk_sl1.5_tp4,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0022359338665074,1.6531177969157267,-0.0043027309935878,0.5555555555555556,1.382866818055862,18,1.0,0.0,False,False,-0.0102326364408733,-5.149379473200605,-0.0136876526473864,0.375,0.3547514812740345,32,1.0,0.0,False,False,0.0024552156138035,1.7005737006087958,-0.0035894129108682,0.5789473684210527,1.3971163997309122,19,1.0,0.0,False,False,0.0006147844670925,1.2977142726192357,-0.0018520163319386,0.625,1.5772007454945252,8,1.0,0.0,False,False,-0.12449342576421163,1.4754160347674812,0.8297976224995555,0,0,0,0,evaluation_late_third
ML Classifier,adaptive_risk,risk_sl1_tp2,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.0,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0022359338665074,1.6531177969157267,-0.0043027309935878,0.5555555555555556,1.382866818055862,18,1.0,0.0,False,False,-0.0102326364408733,-5.149379473200605,-0.0136876526473864,0.375,0.3547514812740345,32,1.0,0.0,False,False,0.0024552156138035,1.7005737006087958,-0.0035894129108682,0.5789473684210527,1.3971163997309122,19,1.0,0.0,False,False,0.0006147844670925,1.2977142726192357,-0.0018520163319386,0.625,1.5772007454945252,8,1.0,0.0,False,False,-0.12449342576421163,1.4754160347674812,0.8297976224995555,0,0,0,0,evaluation_late_third
ML Classifier,adaptive_risk,risk_sl1_tp3,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.0,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0022359338665074,1.6531177969157267,-0.0043027309935878,0.5555555555555556,1.382866818055862,18,1.0,0.0,False,False,-0.0102326364408733,-5.149379473200605,-0.0136876526473864,0.375,0.3547514812740345,32,1.0,0.0,False,False,0.0024552156138035,1.7005737006087958,-0.0035894129108682,0.5789473684210527,1.3971163997309122,19,1.0,0.0,False,False,0.0006147844670925,1.2977142726192357,-0.0018520163319386,0.625,1.5772007454945252,8,1.0,0.0,False,False,-0.12449342576421163,1.4754160347674812,0.8297976224995555,0,0,0,0,evaluation_late_third
ML Classifier,adaptive_risk,risk_sl1_tp4,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.0,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0022359338665074,1.6531177969157267,-0.0043027309935878,0.5555555555555556,1.382866818055862,18,1.0,0.0,False,False,-0.0102326364408733,-5.149379473200605,-0.0136876526473864,0.375,0.3547514812740345,32,1.0,0.0,False,False,0.0024552156138035,1.7005737006087958,-0.0035894129108682,0.5789473684210527,1.3971163997309122,19,1.0,0.0,False,False,0.0006147844670925,1.2977142726192357,-0.0018520163319386,0.625,1.5772007454945252,8,1.0,0.0,False,False,-0.12449342576421163,1.4754160347674812,0.8297976224995555,0,0,0,0,evaluation_late_third
ML Classifier,adaptive_risk,risk_sl2_tp2,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":2.0,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0022359338665074,1.6531177969157267,-0.0043027309935878,0.5555555555555556,1.382866818055862,18,1.0,0.0,False,False,-0.0102326364408733,-5.149379473200605,-0.0136876526473864,0.375,0.3547514812740345,32,1.0,0.0,False,False,0.0024552156138035,1.7005737006087958,-0.0035894129108682,0.5789473684210527,1.3971163997309122,19,1.0,0.0,False,False,0.0006147844670925,1.2977142726192357,-0.0018520163319386,0.625,1.5772007454945252,8,1.0,0.0,False,False,-0.12449342576421163,1.4754160347674812,0.8297976224995555,0,0,0,0,evaluation_late_third
ML Classifier,adaptive_risk,risk_sl2_tp3,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":2.0,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0022359338665074,1.6531177969157267,-0.0043027309935878,0.5555555555555556,1.382866818055862,18,1.0,0.0,False,False,-0.0102326364408733,-5.149379473200605,-0.0136876526473864,0.375,0.3547514812740345,32,1.0,0.0,False,False,0.0024552156138035,1.7005737006087958,-0.0035894129108682,0.5789473684210527,1.3971163997309122,19,1.0,0.0,False,False,0.0006147844670925,1.2977142726192357,-0.0018520163319386,0.625,1.5772007454945252,8,1.0,0.0,False,False,-0.12449342576421163,1.4754160347674812,0.8297976224995555,0,0,0,0,evaluation_late_third
ML Classifier,adaptive_risk,risk_sl2_tp4,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":2.0,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0022359338665074,1.6531177969157267,-0.0043027309935878,0.5555555555555556,1.382866818055862,18,1.0,0.0,False,False,-0.0102326364408733,-5.149379473200605,-0.0136876526473864,0.375,0.3547514812740345,32,1.0,0.0,False,False,0.0024552156138035,1.7005737006087958,-0.0035894129108682,0.5789473684210527,1.3971163997309122,19,1.0,0.0,False,False,0.0006147844670925,1.2977142726192357,-0.0018520163319386,0.625,1.5772007454945252,8,1.0,0.0,False,False,-0.12449342576421163,1.4754160347674812,0.8297976224995555,0,0,0,0,evaluation_late_third
ML Classifier,ml_threshold,ml_logistic_regression_b0.52_s0.40,"{""buy_threshold"":0.52,""model"":""Logistic Regression"",""sell_threshold"":0.4,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0074328813501216,3.288980240608811,-0.0066528570833275,0.5263157894736842,1.8481015287100824,19,1.0,1.283437639838366,True,True,-0.0110106951824956,-3.368219536095575,-0.0188896197061728,0.3684210526315789,0.524767649234314,19,1.0,-0.05433365781646238,True,False,-0.0015419081261867,-0.5000014781333382,-0.0119977634606796,0.4545454545454545,0.8701980393469849,11,1.0,-0.5289071876616672,False,False,-0.0045547790508136,-4.351797370475318,-0.0085103768218767,0.3076923076923077,0.5212772401535494,13,1.0,-4.210465829251077,False,False,-1.232759536023855,-1.9341105071144566,0.8185801559479203,1,2,1,0,evaluation_late_third
ML Classifier,ml_threshold,ml_logistic_regression_b0.55_s0.45,"{""buy_threshold"":0.55,""model"":""Logistic Regression"",""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0041611554877618,2.005542600770445,-0.0061756436119025,0.5263157894736842,1.401527950612947,19,1.0,0.0,False,False,-0.0082830482909966,-3.3138858782791125,-0.0139102158751263,0.4,0.4281927209078727,15,1.0,0.0,False,False,3.290519745280385e-05,0.028905709528329,-0.0086698501084233,0.5,1.0037345929667736,12,1.0,0.0,False,False,-0.000118913873828,-0.1413315412242418,-0.0048869084230137,0.5,0.97665092555256,10,1.0,0.0,False,False,-0.35519227730114505,-0.0562129158479564,0.8914169211283977,0,0,0,0,evaluation_late_third
ML Classifier,ml_threshold,ml_logistic_regression_b0.60_s0.48,"{""buy_threshold"":0.6,""model"":""Logistic Regression"",""sell_threshold"":0.48,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0060291419568847,3.841919982026923,-0.0033519898066457,0.5,2.136890557395764,14,1.0,1.836377381256478,True,True,-0.0059956435260823,-3.949315485887473,-0.007107850139997,0.25,0.2139578396798988,8,1.0,-0.6354296076083603,False,False,0.0007112743846353,0.4998862313342009,-0.0052637187476334,0.5,1.169916324945016,4,1.0,0.4709805218058719,True,True,-0.0004439644028501,-1.3952434492912598,-0.0010647577746455,0.6666666666666666,0.5268375949863021,3,1.0,-1.253911908067018,False,False,-0.2506881804544021,-0.4476786089785294,1.0166605406716929,2,2,2,0,evaluation_late_third
ML Classifier,ml_threshold,ml_random_forest_b0.52_s0.40,"{""buy_threshold"":0.52,""model"":""Random Forest"",""sell_threshold"":0.4,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",-0.0019500866595615,-1.2288192994074965,-0.0075418973112417,0.5,0.8058187396849361,22,1.0,-2.881937096323223,False,False,-0.0069455628463692,-2.835601359540683,-0.0140116149605674,0.5483870967741935,0.6870502102867622,31,1.0,2.3137781136599216,True,True,-0.0012974367967528,-0.6379417903997014,-0.0075974779218949,0.4090909090909091,0.8933932028213614,22,1.0,-2.338515491008497,False,False,0.0003887291804061,0.6420384141480632,-0.0023234061944962,0.4166666666666667,1.1441126346353587,12,1.0,-0.6556758584711725,False,False,-1.0150810087999547,-0.933380544903599,0.7918579619867676,1,1,1,0,evaluation_late_third
ML Classifier,ml_threshold,ml_random_forest_b0.55_s0.45,"{""buy_threshold"":0.55,""model"":""Random Forest"",""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0022359338665074,1.6531177969157267,-0.0043027309935878,0.5555555555555556,1.382866818055862,18,1.0,0.0,False,False,-0.0102326364408733,-5.149379473200605,-0.0136876526473864,0.375,0.3547514812740345,32,1.0,0.0,False,False,0.0024552156138035,1.7005737006087958,-0.0035894129108682,0.5789473684210527,1.3971163997309122,19,1.0,0.0,False,False,0.0006147844670925,1.2977142726192357,-0.0018520163319386,0.625,1.5772007454945252,8,1.0,0.0,False,False,-0.12449342576421163,1.4754160347674812,0.8297976224995555,0,0,0,0,evaluation_late_third
ML Classifier,ml_threshold,ml_random_forest_b0.60_s0.48,"{""buy_threshold"":0.6,""model"":""Random Forest"",""sell_threshold"":0.48,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0038271967170189,3.411984672044612,-0.001953856942625,0.5,3.648467606264618,10,1.0,1.7588668751288852,True,True,0.0011140691221875,1.445285917690553,-0.0012477902128341,0.4444444444444444,1.8045090557260708,9,1.0,6.594665390891158,True,True,0.0019796635381259,1.6227532329651122,-0.00285081548345,0.4285714285714285,1.861716523147481,7,1.0,-0.07782046764368356,True,False,-0.0006215233176152,-2.628119075449383,-0.0009206855987191,0.0,0.0,2,1.0,-3.9258333480686187,False,False,0.9629761868127237,1.5340195753278327,2.095793882996861,2,3,2,0,evaluation_late_third
ML Classifier,ml_threshold,ml_xgboost_b0.52_s0.40,"{""buy_threshold"":0.52,""model"":""XGBoost"",""sell_threshold"":0.4,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0027164662040335,1.719292792423307,-0.0055396476969448,0.53125,1.301681739851624,32,1.0,-0.8836768895475238,False,False,-0.0121929978737704,-4.075510699368449,-0.0212862249711214,0.3,0.5950775014268241,50,1.0,0.3064944585361751,True,True,0.003270872701389,1.5684585931023207,-0.0044457621472254,0.5263157894736842,1.276513110369115,38,1.0,1.5352450914853957,True,True,0.0033012224011719,3.590768248816387,-0.0020473805921542,0.5,1.9617423388977249,24,1.0,4.102757284665624,True,True,0.7007522337433914,1.6438756927628138,0.9465879041978298,3,3,3,0,evaluation_late_third
ML Classifier,ml_threshold,ml_xgboost_b0.55_s0.45,"{""buy_threshold"":0.55,""model"":""XGBoost"",""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0038464800165223,2.602969681970831,-0.0044232587614961,0.5925925925925926,1.638000054204961,27,1.0,0.0,False,False,-0.0109474484341406,-4.382005157904624,-0.0156669592597895,0.2857142857142857,0.5579410102966296,49,1.0,0.0,False,False,4.136941457377752e-05,0.0332135016169251,-0.0072519340014139,0.4482758620689655,1.0037375222904072,29,1.0,0.0,False,False,-0.0003339117665168,-0.5119890358492372,-0.0020279657089048,0.5416666666666666,0.9010013963607506,24,1.0,0.0,False,False,-0.5644527525415264,-0.23938776711615603,0.8365540749829872,0,0,0,0,evaluation_late_third
ML Classifier,ml_threshold,ml_xgboost_b0.60_s0.48,"{""buy_threshold"":0.6,""model"":""XGBoost"",""sell_threshold"":0.48,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0025089644798412,1.85272485039546,-0.0050193358229322,0.4761904761904761,1.4402262406415798,21,1.0,-0.7502448315753707,False,False,0.0033249581470844,1.892604700286975,-0.003102739805434,0.5333333333333333,1.4128694461764189,30,1.0,6.274609858191599,True,True,0.0024924759292006,2.1347409131381614,-0.0040178882767639,0.3333333333333333,1.659360292265906,15,1.0,2.101527411521236,True,True,-0.0007836320577038,-1.6220527062738883,-0.0015987023624802,0.3076923076923077,0.5094550859288338,13,1.0,-1.1100636704246511,False,False,1.064504439386677,1.8726647753412176,1.3942864625313827,2,2,2,0,evaluation_late_third
Mini TradingAgents,adaptive_risk,risk_sl1.5_tp2,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",-0.0004678161313836,-0.3883880324740527,-0.0045696509051859,0.3076923076923077,0.9118484235482376,13,1.0,-0.07882242794760469,False,False,-0.0028519814651611,-2.727699410115651,-0.0052808082005676,0.2222222222222222,0.4660956493382125,9,1.0,0.0,False,False,-0.0015488875737446,-1.2338967894649493,-0.0040954271272179,0.4545454545454545,0.7548830571652662,11,1.0,-0.012707055937437595,False,False,0.0005157331340721,0.715247173767317,-0.0025348298386729,0.4,1.1564555782156845,15,1.0,0.0,False,False,-0.908684264571834,-0.811142410969501,0.7851881979541991,0,0,0,0,evaluation_late_third
