strategy,family,config_id,params_json,AAPL_total_return,AAPL_sharpe,AAPL_max_drawdown,AAPL_win_rate,AAPL_profit_factor,AAPL_trades,AAPL_ml_prediction_coverage,AAPL_sharpe_delta,AAPL_pf_improved,AAPL_sharpe_improved,TSLA_total_return,TSLA_sharpe,TSLA_max_drawdown,TSLA_win_rate,TSLA_profit_factor,TSLA_trades,TSLA_ml_prediction_coverage,TSLA_sharpe_delta,TSLA_pf_improved,TSLA_sharpe_improved,NVDA_total_return,NVDA_sharpe,NVDA_max_drawdown,NVDA_win_rate,NVDA_profit_factor,NVDA_trades,NVDA_ml_prediction_coverage,NVDA_sharpe_delta,NVDA_pf_improved,NVDA_sharpe_improved,CBA_AX_total_return,CBA_AX_sharpe,CBA_AX_max_drawdown,CBA_AX_win_rate,CBA_AX_profit_factor,CBA_AX_trades,CBA_AX_ml_prediction_coverage,CBA_AX_sharpe_delta,CBA_AX_pf_improved,CBA_AX_sharpe_improved,mean_sharpe,median_sharpe,pooled_profit_factor,sharpe_improved_n,pf_improved_n,both_improved_n,zero_trade_n,window_id
Multi-factor model,multifactor_weights,factor_momentum_vol0.20,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.2}",-0.0008950142874238,-0.3696064845844006,-0.0075431758930141,0.4615384615384615,0.8972066026086356,13,1.0,-0.4262794352904522,False,False,0.0094652993160284,4.797723053487385,-0.0058768926706456,0.5714285714285714,3.053900164646911,14,1.0,3.8110498773738986,True,True,-0.0139038172524003,-7.164674796698487,-0.0168196459143679,0.3529411764705882,0.2504076829726173,17,1.0,-5.369003840644684,False,False,-0.0067009792943448,-5.724191120436762,-0.0086913350274433,0.2857142857142857,0.3702936816476958,21,1.0,-3.3154869705290184,False,False,-2.1151873370580665,-3.046898802510581,0.7168704419170938,1,1,1,0,evaluation_early_third
Multi-factor model,multifactor_weights,factor_momentum_vol0.35,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.35}",-0.0030949607051384,-1.345462905952744,-0.0095138099516449,0.25,0.7132747653118163,16,1.0,-1.4021358566587956,False,False,0.0049503990741317,2.658963067566263,-0.008980533236727,0.375,1.5669408578567976,16,1.0,1.6722898914527768,True,True,-0.0083927034655624,-3.882063042947524,-0.0139649138624801,0.4782608695652174,0.5240214646300072,23,1.0,-2.08639208689372,False,False,-0.0029661826249394,-2.696099730489135,-0.0049640220802684,0.4583333333333333,0.6682091129857031,24,1.0,-0.2873955805813915,True,False,-1.316165652955785,-2.0207813182209398,0.7938442308092588,1,2,1,0,evaluation_early_third
Multi-factor model,multifactor_weights,factor_momentum_vol0.50,"{""buy_threshold"":0.35,""flow_weight"":0.2,""mean_reversion_weight"":0.25,""momentum_weight"":0.55,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""volatility_weight"":0.5}",-0.0053485885255186,-2.0545860587140914,-0.0108910433467707,0.238095238095238,0.5936982498900564,21,1.0,-2.111259009420143,False,False,0.0049506304949493,2.558662394242977,-0.0096848066596322,0.2631578947368421,1.4900575314462805,19,1.0,1.5719892181294906,True,True,-0.0087604423176005,-4.091080771530762,-0.0134239149790796,0.4230769230769231,0.5044842693740924,26,1.0,-2.2954098154769578,False,False,-0.00432697201414,-3.982669827314648,-0.0063220847427676,0.4347826086956521,0.5298944044471016,23,1.0,-1.5739656774069042,True,False,-1.892418565829131,-3.0186279430143697,0.7310988250295143,1,2,1,0,evaluation_early_third
Freqtrade Sample Strategy,adaptive_risk,risk_sl1.5_tp2,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0029576134472508,1.42353778477407,-0.0051661161485037,0.5454545454545454,1.2584797529801066,22,1.0,-0.11710255679314674,False,False,-0.0094855750145174,-2.752938336586761,-0.0159281076669577,0.36,0.6844627189056367,25,1.0,-0.7452490540436112,False,False,-0.005207374899651,-1.5404445293634403,-0.0155490914942114,0.5416666666666666,0.7496184174855218,24,1.0,0.0,False,False,0.0080898440813108,4.88570970287511,-0.0048433153375823,0.5652173913043478,2.419039108587796,23,1.0,-0.1224851077996778,False,False,0.5039661554247448,-0.05845337229468517,0.9463919377656964,0,0,0,0,evaluation_full
Freqtrade Sample Strategy,adaptive_risk,risk_sl1.5_tp3,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0032132038586862,1.5406403415672167,-0.0051661161485039,0.5454545454545454,1.2807454571908077,22,1.0,0.0,False,False,-0.0073903087419275,-2.00768928254315,-0.0183153094455574,0.36,0.7548579906683928,25,1.0,0.0,False,False,-0.005207374899651,-1.5404445293634403,-0.0155490914942114,0.5416666666666666,0.7496184174855218,24,1.0,0.0,False,False,0.0083196688484377,5.008194810674788,-0.0048433153375823,0.5652173913043478,2.4593526584408334,23,1.0,0.0,False,False,0.7501753350838537,9.790610188820104e-05,0.9843619418178301,0,0,0,0,evaluation_full
Freqtrade Sample Strategy,adaptive_risk,risk_sl1.5_tp4,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0037379978276694,1.785370843512505,-0.0051661161485037,0.5454545454545454,1.326427227719697,22,1.0,0.24473050194528834,True,True,-0.0031606715597272,-0.8244256161167102,-0.0183153094455574,0.36,0.8955186961968585,25,1.0,1.1832636664264395,True,True,-0.005207374899651,-1.5404445293634403,-0.0155490914942114,0.5416666666666666,0.7496184174855218,24,1.0,0.0,False,False,0.0083196688484377,5.008194810674788,-0.0048433153375823,0.5652173913043478,2.4593526584408334,23,1.0,0.0,False,False,1.1071738771767856,0.48047261369789745,1.0540992071760682,2,2,2,0,evaluation_full
Freqtrade Sample Strategy,adaptive_risk,risk_sl1_tp2,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.0,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0034772869041839,1.696783563116433,-0.0052444400435928,0.5454545454545454,1.3183838010208742,22,1.0,0.15614322154921623,True,True,-0.010787393374559,-3.1377004201173357,-0.016859136871928,0.36,0.655913604586768,25,1.0,-1.130011137574186,False,False,-0.0057900540232759,-1.7166238153274838,-0.0155490914942114,0.5416666666666666,0.7291473113507605,24,1.0,-0.17617928596404342,False,False,0.0082376355123532,4.968026615613818,-0.0046974199777578,0.5652173913043478,2.4829589827891043,23,1.0,-0.04016819506097047,True,False,0.45262148582135775,-0.009920126105525395,0.9297368753145042,1,2,1,0,evaluation_full
Freqtrade Sample Strategy,adaptive_risk,risk_sl1_tp3,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.0,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0037330097474901,1.8147815105637084,-0.0052444400435929,0.5454545454545454,1.3417109549879118,22,1.0,0.27414116899649166,True,True,-0.0086948808792332,-2.368877693341375,-0.0184934786440088,0.36,0.7234439186264685,25,1.0,-0.36118841079822506,False,False,-0.0057900540232759,-1.7166238153274838,-0.0155490914942114,0.5416666666666666,0.7291473113507605,24,1.0,-0.17617928596404342,False,False,0.0084674939730358,5.09012359980001,-0.0046974199777578,0.5652173913043478,2.524338656425806,23,1.0,0.08192878912522161,True,True,0.7048509004237149,0.04907884761811232,0.9670338699281272,2,2,2,0,evaluation_full
Freqtrade Sample Strategy,adaptive_risk,risk_sl1_tp4,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.0,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0042580756337429,2.062544547157172,-0.005244440043593,0.5454545454545454,1.3895704650456315,22,1.0,0.5219042055899552,True,True,-0.0044708026462022,-1.1768617840955886,-0.0184934786440089,0.36,0.8582806750728207,25,1.0,0.8308274984475612,True,True,-0.0057900540232759,-1.7166238153274838,-0.0155490914942114,0.5416666666666666,0.7291473113507605,24,1.0,-0.17617928596404342,False,False,0.0084674939730358,5.09012359980001,-0.0046974199777578,0.5652173913043478,2.524338656425806,23,1.0,0.08192878912522161,True,True,1.0647956368835274,0.44284138153079167,1.0355099604537352,3,3,3,0,evaluation_full
Freqtrade Sample Strategy,adaptive_risk,risk_sl2_tp2,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":2.0,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0029576134472508,1.42353778477407,-0.0051661161485037,0.5454545454545454,1.2584797529801066,22,1.0,-0.11710255679314674,False,False,-0.0094855750145174,-2.752938336586761,-0.0159281076669577,0.36,0.6844627189056367,25,1.0,-0.7452490540436112,False,False,-0.0029623555353508,-0.8528760545124171,-0.014827093571621,0.5416666666666666,0.8405567815643548,24,1.0,0.6875684748510232,True,True,0.0068029405651086,4.038269878162731,-0.0061137086901024,0.5652173913043478,1.9756370638615173,23,1.0,-0.9699249325120576,False,False,0.4639983179594056,0.28533086513082645,0.9599235174634675,1,1,1,0,evaluation_full
Freqtrade Sample Strategy,adaptive_risk,risk_sl2_tp3,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":2.0,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0032132038586862,1.5406403415672167,-0.0051661161485039,0.5454545454545454,1.2807454571908077,22,1.0,0.0,False,False,-0.0073903087419275,-2.00768928254315,-0.0183153094455574,0.36,0.7548579906683928,25,1.0,0.0,False,False,-0.0029623555353508,-0.8528760545124171,-0.014827093571621,0.5416666666666666,0.8405567815643548,24,1.0,0.6875684748510232,True,True,0.0070324719434047,4.161311385165298,-0.0061137086901024,0.5652173913043478,2.0085550818629185,23,1.0,-0.8468834255094899,False,False,0.710346597419237,0.3438821435273998,0.9984065936897373,1,1,1,0,evaluation_full
Freqtrade Sample Strategy,adaptive_risk,risk_sl2_tp4,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":2.0,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0037379978276694,1.785370843512505,-0.0051661161485037,0.5454545454545454,1.326427227719697,22,1.0,0.24473050194528834,True,True,-0.0031606715597272,-0.8244256161167102,-0.0183153094455574,0.36,0.8955186961968585,25,1.0,1.1832636664264395,True,True,-0.0029623555353508,-0.8528760545124171,-0.014827093571621,0.5416666666666666,0.8405567815643548,24,1.0,0.6875684748510232,True,True,0.0070324719434047,4.161311385165298,-0.0061137086901024,0.5652173913043478,2.0085550818629185,23,1.0,-0.8468834255094899,False,False,1.067345139512169,0.48047261369789745,1.069102317824587,3,3,3,0,evaluation_full
ML Classifier,adaptive_risk,risk_sl1.5_tp2,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0062681916741813,1.9117753314339991,-0.0106069367073347,0.4426229508196721,1.267846358666533,61,1.0,0.2874924744132008,True,True,-0.0183878630425419,-4.060912518887967,-0.0259184370819887,0.4022988505747126,0.671799744033566,87,1.0,-0.10619874793854267,False,False,0.0011246975742751,0.3156084445404385,-0.0154763110481344,0.5689655172413793,1.0379071941866267,58,1.0,0.0,False,False,-0.0007856738241104,-0.5247806999646365,-0.0072589879768074,0.5862068965517241,0.9087367581323308,29,1.0,0.0,False,False,-0.5895773607195416,-0.10458612771209899,0.8999156444709376,1,1,1,0,evaluation_full
ML Classifier,adaptive_risk,risk_sl1.5_tp3,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0053013300089466,1.6242828570207983,-0.0106069367073347,0.4333333333333333,1.2266058346685114,60,1.0,0.0,False,False,-0.0179190865499854,-3.9547137709494247,-0.0254532568734964,0.3908045977011494,0.6807878956203918,87,1.0,0.0,False,False,0.0011246975742751,0.3156084445404385,-0.0154763110481344,0.5689655172413793,1.0379071941866267,58,1.0,0.0,False,False,-0.0007856738241104,-0.5247806999646365,-0.0072589879768074,0.5862068965517241,0.9087367581323308,29,1.0,0.0,False,False,-0.6349007923382062,-0.10458612771209899,0.8957737959267756,0,0,0,0,evaluation_full
ML Classifier,adaptive_risk,risk_sl1.5_tp4,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0062190789793099,1.8955231226095808,-0.0106069367073347,0.4333333333333333,1.265752159030339,60,1.0,0.27124026558878245,True,True,-0.0175784313428665,-3.876323738708305,-0.0251152150501801,0.3953488372093023,0.6863958793295865,86,1.0,0.07839003224111973,True,True,0.0011246975742751,0.3156084445404385,-0.0154763110481344,0.5689655172413793,1.0379071941866267,58,1.0,0.0,False,False,-0.0007856738241104,-0.5247806999646365,-0.0072589879768074,0.5862068965517241,0.9087367581323308,29,1.0,0.0,False,False,-0.5474932178807306,-0.10458612771209899,0.9063958836435999,2,2,2,0,evaluation_full
ML Classifier,adaptive_risk,risk_sl1_tp2,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.0,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0063271825555957,1.9241060969521568,-0.0106886537938719,0.4677419354838709,1.218053062604413,62,1.0,0.2998232399313585,False,True,-0.0170752746546233,-3.7588125671521535,-0.024615918398454,0.4022988505747126,0.6864433916687629,87,1.0,0.19590120379727116,True,True,0.0011209061218113,0.3160196770060796,-0.0143707217908073,0.5517241379310345,1.0385808741972469,58,1.0,0.00041123246564106486,True,True,-0.0007856738241104,-0.5247806999646365,-0.0072589879768074,0.5862068965517241,0.9087367581323308,29,1.0,0.0,False,False,-0.5108668732896384,-0.10438051147927846,0.9140397477739619,3,2,2,0,evaluation_full
ML Classifier,adaptive_risk,risk_sl1_tp3,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.0,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.005589435420362,1.7024291637870623,-0.0106886537938719,0.4590163934426229,1.1969784738351432,61,1.0,0.078146306766264,False,True,-0.0166058713252974,-3.652914294077109,-0.0241501161620576,0.3908045977011494,0.6956717436736872,87,1.0,0.3017994768723158,True,True,0.0011209061218113,0.3160196770060796,-0.0143707217908073,0.5517241379310345,1.0385808741972469,58,1.0,0.00041123246564106486,True,True,-0.0007856738241104,-0.5247806999646365,-0.0072589879768074,0.5862068965517241,0.9087367581323308,29,1.0,0.0,False,False,-0.5398115383121509,-0.10438051147927846,0.9114356079593741,3,2,2,0,evaluation_full
ML Classifier,adaptive_risk,risk_sl1_tp4,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.0,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0065074474048438,1.9720412014521915,-0.0106886537938719,0.4590163934426229,1.2292713186286426,61,1.0,0.3477583444313932,True,True,-0.0162647606021439,-3.574845179671845,-0.0238116223172613,0.3953488372093023,0.7014705982878509,86,1.0,0.3798685912775799,True,True,0.0011209061218113,0.3160196770060796,-0.0143707217908073,0.5517241379310345,1.0385808741972469,58,1.0,0.00041123246564106486,True,True,-0.0007856738241104,-0.5247806999646365,-0.0072589879768074,0.5862068965517241,0.9087367581323308,29,1.0,0.0,False,False,-0.4528912502945525,-0.10438051147927846,0.9218268849963789,3,3,3,0,evaluation_full
ML Classifier,adaptive_risk,risk_sl2_tp2,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":2.0,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0063485945763954,1.9369793930252448,-0.0105278821626543,0.45,1.2721919242593462,60,1.0,0.31269653600444647,True,True,-0.0181698070074736,-4.018475220087277,-0.0257020538941229,0.4117647058823529,0.6758884159367039,85,1.0,-0.0637614491378522,False,False,0.0009734716231166,0.2763614037290943,-0.0153831178179244,0.5614035087719298,1.0318651234424288,57,1.0,-0.039247040811344225,False,False,-0.0007856738241104,-0.5247806999646365,-0.0072589879768074,0.5862068965517241,0.9087367581323308,29,1.0,0.0,False,False,-0.5824787808243936,-0.1242096481177711,0.9018632816277923,1,1,1,0,evaluation_full
ML Classifier,adaptive_risk,risk_sl2_tp3,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":2.0,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0053816556569212,1.649391513961558,-0.0105278821626543,0.4406779661016949,1.2308111624205529,59,1.0,0.0251086569407597,True,True,-0.0177009263805665,-3.912117401581781,-0.0252367703501608,0.4,0.6848631747570658,85,1.0,0.04259636936764366,True,True,0.0009734716231166,0.2763614037290943,-0.0153831178179244,0.5614035087719298,1.0318651234424288,57,1.0,-0.039247040811344225,False,False,-0.0007856738241104,-0.5247806999646365,-0.0072589879768074,0.5862068965517241,0.9087367581323308,29,1.0,0.0,False,False,-0.6277862959639413,-0.1242096481177711,0.8977488842363655,2,2,2,0,evaluation_full
ML Classifier,adaptive_risk,risk_sl2_tp4,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":2.0,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.006299477957318,1.920697657855193,-0.0105278821626543,0.4406779661016949,1.270090605577931,59,1.0,0.29641480083439475,True,True,-0.0173601955000515,-3.8336218573026217,-0.0248986534339874,0.4047619047619047,0.6904751957455819,84,1.0,0.12109191364680294,True,True,0.0009734716231166,0.2763614037290943,-0.0153831178179244,0.5614035087719298,1.0318651234424288,57,1.0,-0.039247040811344225,False,False,-0.0007856738241104,-0.5247806999646365,-0.0072589879768074,0.5862068965517241,0.9087367581323308,29,1.0,0.0,False,False,-0.5403358739207427,-0.1242096481177711,0.9082986479624706,2,2,2,0,evaluation_full
ML Classifier,ml_threshold,ml_logistic_regression_b0.52_s0.40,"{""buy_threshold"":0.52,""model"":""Logistic Regression"",""sell_threshold"":0.4,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0142653443116729,3.1364334749266884,-0.0177040319799444,0.5714285714285714,1.4174736343637144,56,1.0,1.3377679987912718,True,True,-0.0140168622811371,-2.3469976391633987,-0.0223205661267107,0.4545454545454545,0.800545367114817,55,1.0,0.6686302415369871,True,True,-0.01654989443762,-2.9548122909361587,-0.026463466152221,0.46,0.69203675448841,50,1.0,-1.4780275209528635,False,False,-0.0003310858939989,-0.164633440644777,-0.0085103768218768,0.4705882352941176,0.9790110513077896,34,1.0,-1.573023374067363,False,False,-0.5825024739544115,-1.2558155399040878,0.9043893467230757,2,2,2,0,evaluation_full
ML Classifier,ml_threshold,ml_logistic_regression_b0.55_s0.45,"{""buy_threshold"":0.55,""model"":""Logistic Regression"",""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0069090006593008,1.7986654761354166,-0.0115620581507782,0.6078431372549019,1.2607212642068637,51,1.0,0.0,False,False,-0.0158960489187521,-3.015627880700386,-0.0224179794742999,0.4339622641509434,0.7486301585339133,53,1.0,0.0,False,False,-0.0058886776953546,-1.4767847699832952,-0.0153048435400947,0.5111111111111111,0.8207470013910384,45,1.0,0.0,False,False,0.0021408311455786,1.408389933422586,-0.004886908423014,0.5833333333333334,1.2227105749503422,24,1.0,0.0,False,False,-0.3213393102814196,-0.03419741828035461,0.9036702700071929,0,0,0,0,evaluation_full
ML Classifier,ml_threshold,ml_logistic_regression_b0.60_s0.48,"{""buy_threshold"":0.6,""model"":""Logistic Regression"",""sell_threshold"":0.48,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0049566829320553,1.4756434755845245,-0.0114480746966898,0.5526315789473685,1.2208135215370577,38,1.0,-0.32302200055089214,False,False,-0.0110809599477179,-2.4733949726144613,-0.0192015724354214,0.3513513513513513,0.7740260257517542,37,1.0,0.5422329080859245,True,True,0.0061916472532506,2.074038300703386,-0.0116442719108759,0.68,1.4039271372655668,25,1.0,3.5508230706866812,True,True,-0.0001440239194674,-0.1233843371818137,-0.0030349269872447,0.5833333333333334,0.966301194585082,12,1.0,-1.5317742706043997,False,False,0.23822561662290886,0.6761295692013554,0.9991584498968559,2,2,2,0,evaluation_full
ML Classifier,ml_threshold,ml_random_forest_b0.52_s0.40,"{""buy_threshold"":0.52,""model"":""Random Forest"",""sell_threshold"":0.4,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0025993109429429,0.7281418808820822,-0.0180781854592193,0.4833333333333333,1.090426704220372,60,1.0,-0.8961409761387161,False,False,-0.0091096888185611,-1.70268112312437,-0.0243926161392444,0.5056179775280899,0.8716006278169455,89,1.0,2.2520326478250547,True,True,-0.0076751680520578,-1.731793299135073,-0.0162063721814491,0.5254237288135594,0.7989484414144409,59,1.0,-2.0474017436755116,False,False,-6.517874776124088e-05,-0.0281115723304512,-0.0071388244705242,0.4722222222222222,0.9943425779846022,36,1.0,0.4966691276341853,True,True,-0.683611028426953,-0.8653963477274106,0.9046066496242395,2,2,2,0,evaluation_full
ML Classifier,ml_threshold,ml_random_forest_b0.55_s0.45,"{""buy_threshold"":0.55,""model"":""Random Forest"",""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0053013300089466,1.6242828570207983,-0.0106069367073347,0.4333333333333333,1.2266058346685114,60,1.0,0.0,False,False,-0.0179190865499854,-3.9547137709494247,-0.0254532568734964,0.3908045977011494,0.6807878956203918,87,1.0,0.0,False,False,0.0011246975742751,0.3156084445404385,-0.0154763110481344,0.5689655172413793,1.0379071941866267,58,1.0,0.0,False,False,-0.0007856738241104,-0.5247806999646365,-0.0072589879768074,0.5862068965517241,0.9087367581323308,29,1.0,0.0,False,False,-0.6349007923382062,-0.10458612771209899,0.8957737959267756,0,0,0,0,evaluation_full
ML Classifier,ml_threshold,ml_random_forest_b0.60_s0.48,"{""buy_threshold"":0.6,""model"":""Random Forest"",""sell_threshold"":0.48,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0026851432486811,1.069314610900639,-0.0084918419619756,0.5294117647058824,1.208180482631141,34,1.0,-0.5549682461201593,False,False,-0.0065322157982882,-1.9146525118444264,-0.0120809944328869,0.4102564102564102,0.7480925264004282,39,1.0,2.0400612591049985,True,True,0.0004934318758604,0.1702832336017392,-0.012079326746715,0.5833333333333334,1.024252993962831,36,1.0,-0.14532521093869932,False,False,-0.0009607901989719,-1.1189916049966269,-0.003365713180286,0.4615384615384615,0.7174454962750683,13,1.0,-0.5942109050319904,False,False,-0.44851156808466874,-0.4743541856974438,0.931051544805396,1,1,1,0,evaluation_full
ML Classifier,ml_threshold,ml_xgboost_b0.52_s0.40,"{""buy_threshold"":0.52,""model"":""XGBoost"",""sell_threshold"":0.4,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.015754415770542,4.104758743211835,-0.01345192618525,0.5057471264367817,1.5076018796170798,87,1.0,1.6552824380508837,True,True,-0.0163933238143135,-2.9212290652330823,-0.0331408507903686,0.3846153846153846,0.8056240331763179,117,1.0,-1.1538254670950192,False,False,-0.0086156217857499,-1.866540219974162,-0.0179730124479093,0.5408163265306123,0.8305729901257103,98,1.0,1.7642279684950237,True,True,-0.0008178460084458,-0.400982315292297,-0.0099195673396487,0.5138888888888888,0.9568433634314232,72,1.0,-0.8613011204094521,False,False,-0.2709982143219267,-1.1337612676332296,0.9456068675584366,2,2,2,0,evaluation_full
ML Classifier,ml_threshold,ml_xgboost_b0.55_s0.45,"{""buy_threshold"":0.55,""model"":""XGBoost"",""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0087488733999028,2.449476305160951,-0.0133605821304519,0.5393258426966292,1.2587253723045873,89,1.0,0.0,False,False,-0.0088261355167434,-1.7674035981380631,-0.024644727730353,0.376,0.8683394594544097,125,1.0,0.0,False,False,-0.0152780703604766,-3.630768188469186,-0.0224566895773837,0.4565217391304347,0.6647265413912251,92,1.0,0.0,False,False,0.0006605882675436,0.4603188051171551,-0.0043506040015018,0.4931506849315068,1.0516225519869058,73,1.0,0.0,False,False,-0.6220941690822857,-0.653542396510454,0.907706671167554,0,0,0,0,evaluation_full
