window_id,ticker,strategy,family,config_id,profile,threshold_name,params_json,data_status,window_start,window_end,news_score,news_weight_fixed,total_return,sharpe,max_drawdown,win_rate,avg_profit,trades,profit_factor,gross_profit,gross_loss
evaluation_early_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.50_s-0.35,baseline,strict,"{""buy_threshold"":0.5,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",frozen_verified,2026-06-17 15:55:00-04:00,2026-06-29 13:40:00-04:00,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
evaluation_middle_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.50_s-0.35,baseline,strict,"{""buy_threshold"":0.5,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",frozen_verified,2026-06-29 13:45:00-04:00,2026-07-09 11:30:00-04:00,0.0,0.15,0.0034829474749846767,5.173148601317022,-0.0012525377991390307,0.3333333333333333,116.09824916615896,3,5.216001188491293,430.9073303528748,82.61258285439789
evaluation_late_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.50_s-0.35,baseline,strict,"{""buy_threshold"":0.5,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",frozen_verified,2026-07-09 11:35:00-04:00,2026-07-17 15:55:00-04:00,0.0,0.15,1.9860598406529206e-05,0.06059096743341809,-0.0011078405138940095,0.5,0.9930299203252524,2,1.0697743420551178,30.450102383418283,28.46404254276778
evaluation_full,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_technical_heavy_b0.20_s-0.15,technical_heavy,default,"{""buy_threshold"":0.2,""factor_weight"":0.2,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.15,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.55,""volatility_weight"":0.35}",frozen_verified,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,0.0,0.15,-0.006227924721685318,-1.9288750738729032,-0.014324932736519802,0.37254901960784315,-12.211617101343974,51,0.7828522212996498,2245.265750190505,2868.0582223590472
evaluation_early_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_technical_heavy_b0.20_s-0.15,technical_heavy,default,"{""buy_threshold"":0.2,""factor_weight"":0.2,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.15,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.55,""volatility_weight"":0.35}",frozen_verified,2026-06-17 15:55:00-04:00,2026-06-29 13:40:00-04:00,0.0,0.15,-0.0028553153342086857,-2.0967102271599236,-0.005221542643316424,0.18181818181818182,-25.957412129169526,11,0.5774690646270376,390.23326748970055,675.7648009105654
evaluation_middle_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_technical_heavy_b0.20_s-0.15,technical_heavy,default,"{""buy_threshold"":0.2,""factor_weight"":0.2,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.15,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.55,""volatility_weight"":0.35}",frozen_verified,2026-06-29 13:45:00-04:00,2026-07-09 11:30:00-04:00,0.0,0.15,-0.004460727332686321,-1.7439043561612668,-0.011740530020972084,0.36,-17.842909330747815,25,0.6975163770220333,1028.6277112614464,1474.7004445301418
evaluation_late_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_technical_heavy_b0.20_s-0.15,technical_heavy,default,"{""buy_threshold"":0.2,""factor_weight"":0.2,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.15,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.55,""volatility_weight"":0.35}",frozen_verified,2026-07-09 11:35:00-04:00,2026-07-17 15:55:00-04:00,0.0,0.15,0.0017474342672869625,1.2500721157975303,-0.0038680727145750105,0.5333333333333333,11.649561781911101,15,1.2639869563870934,836.6830510199283,661.9396242912619
evaluation_full,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_technical_heavy_b0.35_s-0.35,technical_heavy,round1_mislabelled,"{""buy_threshold"":0.35,""factor_weight"":0.2,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.55,""volatility_weight"":0.35}",frozen_verified,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,0.0,0.15,-0.008558094986196418,-3.490493856250899,-0.011033347847236974,0.4117647058823529,-50.341735212920355,17,0.4472260025866556,692.3991773027539,1548.2086759223998
evaluation_early_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_technical_heavy_b0.35_s-0.35,technical_heavy,round1_mislabelled,"{""buy_threshold"":0.35,""factor_weight"":0.2,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.55,""volatility_weight"":0.35}",frozen_verified,2026-06-17 15:55:00-04:00,2026-06-29 13:40:00-04:00,0.0,0.15,-0.00067639365969141,-2.4551417113295195,-0.0009635039292198444,0.3333333333333333,-22.546455323044313,3,0.33587143544846526,34.20742933443557,101.84679530356851
evaluation_middle_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_technical_heavy_b0.35_s-0.35,technical_heavy,round1_mislabelled,"{""buy_threshold"":0.35,""factor_weight"":0.2,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.55,""volatility_weight"":0.35}",frozen_verified,2026-06-29 13:45:00-04:00,2026-07-09 11:30:00-04:00,0.0,0.15,-0.00844846699853874,-3.905463285627809,-0.011033347847236974,0.3,-84.48466998538822,10,0.33303796892133114,421.8621388599541,1266.7088387138363
evaluation_late_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_technical_heavy_b0.35_s-0.35,technical_heavy,round1_mislabelled,"{""buy_threshold"":0.35,""factor_weight"":0.2,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.55,""volatility_weight"":0.35}",frozen_verified,2026-07-09 11:35:00-04:00,2026-07-17 15:55:00-04:00,0.0,0.15,0.0005662145760030324,0.5133038779733455,-0.003887240270159631,0.75,14.155364400079982,4,1.3108147432775923,238.7925380427642,182.17108044244426
evaluation_full,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_technical_heavy_b0.50_s-0.35,technical_heavy,strict,"{""buy_threshold"":0.5,""factor_weight"":0.2,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.55,""volatility_weight"":0.35}",frozen_verified,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,0.0,0.15,0.0026893077667096144,3.4084514961307795,-0.0015344733163469293,0.5,134.4653883354802,2,7.745338527680696,308.7999063769574,39.86912970599698
evaluation_early_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_technical_heavy_b0.50_s-0.35,technical_heavy,strict,"{""buy_threshold"":0.5,""factor_weight"":0.2,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.55,""volatility_weight"":0.35}",frozen_verified,2026-06-17 15:55:00-04:00,2026-06-29 13:40:00-04:00,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
evaluation_middle_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_technical_heavy_b0.50_s-0.35,technical_heavy,strict,"{""buy_threshold"":0.5,""factor_weight"":0.2,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.55,""volatility_weight"":0.35}",frozen_verified,2026-06-29 13:45:00-04:00,2026-07-09 11:30:00-04:00,0.0,0.15,0.0026893077667096144,3.4083815259369823,-0.0015344733163469293,0.5,134.4653883354802,2,7.745338527680696,308.7999063769574,39.86912970599698
evaluation_late_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_technical_heavy_b0.50_s-0.35,technical_heavy,strict,"{""buy_threshold"":0.5,""factor_weight"":0.2,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.55,""volatility_weight"":0.35}",frozen_verified,2026-07-09 11:35:00-04:00,2026-07-17 15:55:00-04:00,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
evaluation_full,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_factor_heavy_b0.20_s-0.15,factor_heavy,default,"{""buy_threshold"":0.2,""factor_weight"":0.55,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.15,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.2,""volatility_weight"":0.35}",frozen_verified,2026-06-17 15:55:00-04:00,2026-07-17 15:55:00-04:00,0.0,0.15,-0.012745305824177766,-3.6602655451238086,-0.015850364883336132,0.3492063492063492,-20.23064416536106,63,0.6694187328995865,2580.892302238964,3855.4228846567107
evaluation_early_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_factor_heavy_b0.20_s-0.15,factor_heavy,default,"{""buy_threshold"":0.2,""factor_weight"":0.55,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.15,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.2,""volatility_weight"":0.35}",frozen_verified,2026-06-17 15:55:00-04:00,2026-06-29 13:40:00-04:00,0.0,0.15,-0.005029195996557045,-2.664532974942416,-0.008631615324945052,0.4117647058823529,-29.58350586210169,17,0.5607781167538951,642.1044049290625,1145.024004584791
evaluation_middle_third,NVDA,Mini TradingAgents,mta_team_weights_manager_threshold,mta_factor_heavy_b0.20_s-0.15,factor_heavy,default,"{""buy_threshold"":0.2,""factor_weight"":0.55,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""momentum_weight"":0.4,""news_score"":0.0,""news_weight"":0.15,""risk_weight"":0.1,""sell_threshold"":-0.15,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.2,""volatility_weight"":0.35}",frozen_verified,2026-06-29 13:45:00-04:00,2026-07-09 11:30:00-04:00,0.0,0.15,-0.0015609079342524534,-0.6042942499125656,-0.007809438051468942,0.34782608695652173,-6.786556235878736,23,0.8887122611769708,1246.496724984413,1402.587518409624
