run_id,window_id,ticker,strategy,family,config_id,profile,threshold_name,entry_time,exit_time,side,entry_price,exit_price,return_pct,profit_loss,exit_reason,stop_loss_pct,take_profit_pct,execution_note
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-18 09:30:00-04:00,2026-06-18 09:35:00-04:00,LONG,298.0899963378906,296.364990234375,-0.6186863446300639,-123.73726892601277,opposite signal,1.5803860061874522,3.1607720123749043,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-18 13:25:00-04:00,2026-06-18 14:00:00-04:00,LONG,297.82000732421875,297.29998779296875,-0.214608662434117,-42.86862230726848,opposite signal,0.9302268716706962,1.8604537433413924,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-18 14:45:00-04:00,2026-06-18 15:10:00-04:00,LONG,297.9750061035156,297.1099853515625,-0.3302997681800912,-65.94989386151467,opposite signal,0.6015156455432072,1.2030312910864145,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-18 15:40:00-04:00,2026-06-22 09:35:00-04:00,LONG,297.54998779296875,301.2101135253906,1.1900876768875923,237.46401182945803,take-profit,0.5246042406099779,1.0492084812199558,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-22 09:35:00-04:00,2026-06-22 09:40:00-04:00,LONG,301.2101135253906,301.5899963378906,0.08611887697056013,17.22462077606064,opposite signal,1.5926013040403222,3.1852026080806444,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-22 11:40:00-04:00,2026-06-22 11:50:00-04:00,LONG,301.04998779296875,300.5799865722656,-0.19612065761860806,-39.23281294093917,opposite signal,1.0378372006795915,2.075674401359183,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-22 15:05:00-04:00,2026-06-22 15:10:00-04:00,LONG,299.0299987792969,299.0899963378906,-0.019935939926201095,-3.986506177473106,opposite signal,0.5105263817369973,1.0210527634739945,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-24 11:25:00-04:00,2026-06-24 12:30:00-04:00,LONG,298.7850036621094,297.7300109863281,-0.3930942526735137,-78.60227259310645,opposite signal,1.2093002956679364,2.418600591335873,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-24 15:55:00-04:00,2026-06-25 09:30:00-04:00,LONG,293.260009765625,285.69000244140625,-2.621329561527579,-523.7432782012656,stop-loss,1.3537037725855035,2.707407545171007,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-26 11:15:00-04:00,2026-06-26 11:35:00-04:00,LONG,279.9200134277344,278.4800109863281,-0.5544335425584013,-110.19540526223082,opposite signal,1.5898687099636928,3.1797374199273856,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-26 12:45:00-04:00,2026-06-26 14:45:00-04:00,LONG,278.635009765625,280.7900085449219,0.7334127815128388,145.60645283793303,time exit,1.6012816489362307,3.2025632978724614,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-26 14:45:00-04:00,2026-06-26 15:25:00-04:00,LONG,280.7900085449219,280.1499938964844,-0.2679335549559281,-53.27160989083786,opposite signal,1.484075340061467,2.968150680122934,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-26 15:35:00-04:00,2026-06-26 15:40:00-04:00,LONG,280.6000061035156,281.260009765625,0.1952115637039187,38.791937284275,opposite signal,1.7674235002694767,3.5348470005389534,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-26 15:45:00-04:00,2026-06-26 15:55:00-04:00,LONG,281.25,281.20001220703125,-0.05777343750000159,-11.485070433003967,opposite signal,1.6828503540787747,3.3657007081575494,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-29 11:30:00-04:00,2026-06-29 11:35:00-04:00,LONG,281.9100036621094,282.25,0.08060456651907803,16.02193319854063,opposite signal,1.3871769393183198,2.7743538786366395,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-29 11:50:00-04:00,2026-06-29 12:00:00-04:00,LONG,282.494384765625,281.29998779296875,-0.46280379259473925,-92.00727870419112,opposite signal,1.1968065569653143,2.3936131139306287,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-29 13:20:00-04:00,2026-06-29 15:20:00-04:00,LONG,281.489990234375,282.56500244140625,0.34190068717405264,67.90833427341664,time exit,1.097833432801225,2.19566686560245,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-29 15:35:00-04:00,2026-06-29 15:45:00-04:00,LONG,282.2950134277344,282.0400085449219,-0.1303327620690564,-25.904402106484124,opposite signal,0.9451573645043294,1.8903147290086588,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-30 09:35:00-04:00,2026-06-30 11:35:00-04:00,LONG,284.3450012207031,289.0450134277344,1.612925912836145,320.4949366140569,time exit,1.44966640187775,2.8993328037555,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-30 11:35:00-04:00,2026-06-30 13:20:00-04:00,LONG,289.0450134277344,288.79998779296875,-0.12477075312938175,-24.872432721180353,opposite signal,1.0690819876003443,2.1381639752006887,Signal shifted by one bar; entry/exit use the next completed candle close
AAPL|evaluation_full|Mini TradingAgents|mta_baseline_b0.20_s-0.15,evaluation_full,AAPL,Mini TradingAgents,mta_team_weights_manager_threshold,mta_baseline_b0.20_s-0.15,baseline,default,2026-06-30 13:25:00-04:00,2026-06-30 13:30:00-04:00,LONG,288.42999267578125,288.40008544921875,-0.05036897247926882,-10.038300022181195,opposite signal,0.7944180797853612,1.5888361595707223,Signal shifted by one bar; entry/exit use the next completed candle close
